dates,cases
08-07-15,"['nausea', 'nausea', 'asthma', 'Bronchitis', 'asthma', 'Pneumonia', 'asthma', 'asthma', 'Bronchitis', 'nausea', 'nausea', 'heart problem', 'COPD', 'nausea', 'nausea', 'asthma', 'asthma', 'COPD', 'Pneumonia', 'nausea']"
09-07-15,"['Bronchitis', 'COPD', 'nausea', 'Pneumonia', 'heart problem', 'asthma', 'asthma', 'fever', 'heart problem', 'fever', 'fever', 'COPD', 'asthma', 'fever', 'asthma', 'asthma', 'Bronchitis', 'heart problem', 'asthma', 'COPD']"
14-07-15,"['fever', 'Bronchitis', 'COPD', 'fever', 'fever', 'asthma', 'asthma', 'heart problem', 'asthma', 'nausea', 'asthma', 'asthma', 'heart problem', 'asthma', 'heart problem', 'fever', 'heart problem', 'Pneumonia', 'nausea', 'Pneumonia']"
16-07-15,"['fever', 'nausea', 'fever', 'asthma', 'Bronchitis', 'Bronchitis', 'fever', 'nausea', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'COPD', 'Pneumonia', 'COPD', 'fever', 'asthma', 'nausea', 'heart problem', 'COPD', 'fever']"
21-07-15,"['COPD', 'nausea', 'heart problem', 'asthma', 'Pneumonia', 'asthma', 'heart problem', 'asthma', 'asthma', 'heart problem', 'nausea', 'fever', 'Bronchitis', 'nausea', 'heart problem', 'nausea', 'COPD', 'asthma', 'Bronchitis', 'fever']"
23-07-15,"['asthma', 'heart problem', 'Pneumonia', 'heart problem', 'fever', 'COPD', 'Bronchitis', 'heart problem', 'Bronchitis', 'fever', 'Pneumonia', 'COPD', 'COPD', 'fever', 'asthma', 'COPD', 'Bronchitis', 'nausea', 'COPD', 'fever']"
28-07-15,"['Pneumonia', 'Pneumonia', 'COPD', 'fever', 'nausea', 'fever', 'heart problem', 'Pneumonia', 'Bronchitis', 'asthma', 'Bronchitis', 'asthma', 'Pneumonia', 'COPD', 'fever', 'asthma', 'Pneumonia', 'asthma', 'heart problem', 'nausea']"
04-08-15,"['Bronchitis', 'fever', 'Pneumonia', 'COPD', 'Bronchitis', 'Pneumonia', 'asthma', 'nausea', 'COPD', 'asthma', 'Bronchitis', 'heart problem', 'Bronchitis', 'asthma', 'Pneumonia', 'asthma', 'Pneumonia', 'asthma', 'nausea', 'Bronchitis']"
06-08-15,"['Bronchitis', 'asthma', 'Bronchitis', 'COPD', 'fever', 'heart problem', 'heart problem', 'Bronchitis', 'Pneumonia', 'COPD', 'COPD', 'fever', 'heart problem', 'COPD', 'nausea', 'heart problem', 'asthma', 'Pneumonia', 'COPD', 'asthma']"
11-08-15,"['asthma', 'Pneumonia', 'heart problem', 'asthma', 'heart problem', 'heart problem', 'nausea', 'Bronchitis', 'COPD', 'COPD', 'COPD', 'nausea', 'Pneumonia', 'asthma', 'heart problem', 'fever', 'nausea', 'Bronchitis', 'COPD', 'COPD']"
13-08-15,"['heart problem', 'nausea', 'COPD', 'fever', 'Bronchitis', 'fever', 'fever', 'Pneumonia', 'COPD', 'heart problem', 'asthma', 'nausea', 'asthma', 'fever', 'heart problem', 'Bronchitis', 'Pneumonia', 'nausea', 'Bronchitis', 'nausea']"
18-08-15,"['fever', 'Pneumonia', 'fever', 'Bronchitis', 'nausea', 'heart problem', 'Bronchitis', 'COPD', 'COPD', 'asthma', 'asthma', 'nausea', 'COPD', 'nausea', 'COPD', 'COPD', 'asthma', 'heart problem', 'fever', 'nausea']"
20-08-15,"['fever', 'nausea', 'Pneumonia', 'Bronchitis', 'asthma', 'nausea', 'nausea', 'COPD', 'Pneumonia', 'nausea', 'Pneumonia', 'COPD', 'asthma', 'fever', 'heart problem', 'Bronchitis', 'nausea', 'Bronchitis', 'asthma', 'fever']"
25-08-15,"['asthma', 'heart problem', 'asthma', 'fever', 'nausea', 'nausea', 'asthma', 'Pneumonia', 'COPD', 'Pneumonia', 'COPD', 'Bronchitis', 'heart problem', 'fever', 'heart problem', 'fever', 'Pneumonia', 'heart problem', 'heart problem', 'fever']"
27-08-15,"['Bronchitis', 'Pneumonia', 'heart problem', 'heart problem', 'asthma', 'nausea', 'asthma', 'Bronchitis', 'heart problem', 'fever', 'fever', 'Pneumonia', 'heart problem', 'heart problem', 'fever', 'heart problem', 'Pneumonia', 'fever', 'Pneumonia', 'nausea']"
31-08-15,"['Pneumonia', 'Pneumonia', 'asthma', 'heart problem', 'asthma', 'heart problem', 'COPD', 'fever', 'heart problem', 'Pneumonia', 'asthma', 'Bronchitis', 'nausea', 'Bronchitis', 'asthma', 'fever', 'Bronchitis', 'nausea', 'fever', 'COPD']"
01-09-15,"['fever', 'heart problem', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'fever', 'Pneumonia', 'fever', 'COPD', 'Pneumonia', 'asthma', 'heart problem', 'Bronchitis', 'Bronchitis', 'fever', 'COPD', 'fever', 'heart problem', 'asthma']"
03-09-15,"['fever', 'fever', 'fever', 'fever', 'asthma', 'asthma', 'nausea', 'fever', 'heart problem', 'Pneumonia', 'Bronchitis', 'heart problem', 'fever', 'fever', 'fever', 'COPD', 'nausea', 'nausea', 'Bronchitis', 'Pneumonia']"
08-09-15,"['nausea', 'fever', 'nausea', 'COPD', 'COPD', 'nausea', 'asthma', 'heart problem', 'fever', 'heart problem', 'fever', 'Bronchitis', 'Pneumonia', 'nausea', 'COPD', 'asthma', 'fever', 'COPD', 'nausea', 'asthma']"
10-09-15,"['Pneumonia', 'Pneumonia', 'asthma', 'Bronchitis', 'COPD', 'Bronchitis', 'fever', 'heart problem', 'nausea', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'heart problem', 'Pneumonia', 'asthma', 'Pneumonia', 'COPD', 'heart problem', 'COPD', 'COPD']"
15-09-15,"['Pneumonia', 'Bronchitis', 'nausea', 'nausea', 'heart problem', 'asthma', 'heart problem', 'asthma', 'fever', 'nausea', 'COPD', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'COPD', 'nausea', 'fever', 'heart problem', 'fever', 'fever']"
16-09-15,"['asthma', 'asthma', 'Pneumonia', 'heart problem', 'Pneumonia', 'Bronchitis', 'fever', 'fever', 'asthma', 'fever', 'Bronchitis', 'asthma', 'Pneumonia', 'asthma', 'Pneumonia', 'Pneumonia', 'heart problem', 'COPD', 'Pneumonia', 'nausea']"
22-09-15,"['fever', 'asthma', 'Pneumonia', 'COPD', 'fever', 'Bronchitis', 'heart problem', 'nausea', 'fever', 'heart problem', 'fever', 'heart problem', 'nausea', 'nausea', 'fever', 'asthma', 'nausea', 'fever', 'Bronchitis', 'heart problem']"
24-09-15,"['asthma', 'nausea', 'heart problem', 'heart problem', 'Bronchitis', 'nausea', 'COPD', 'fever', 'fever', 'COPD', 'heart problem', 'Bronchitis', 'nausea', 'Pneumonia', 'COPD', 'asthma', 'COPD', 'COPD', 'fever', 'heart problem']"
29-09-15,"['heart problem', 'asthma', 'heart problem', 'Bronchitis', 'Pneumonia', 'asthma', 'Pneumonia', 'COPD', 'fever', 'COPD', 'nausea', 'COPD', 'COPD', 'Bronchitis', 'heart problem', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'nausea']"
01-10-15,"['Pneumonia', 'Pneumonia', 'heart problem', 'COPD', 'heart problem', 'asthma', 'fever', 'nausea', 'fever', 'COPD', 'Bronchitis', 'COPD', 'fever', 'COPD', 'heart problem', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'nausea']"
06-10-15,"['asthma', 'nausea', 'fever', 'Pneumonia', 'heart problem', 'nausea', 'Pneumonia', 'asthma', 'fever', 'COPD', 'nausea', 'nausea', 'Pneumonia', 'asthma', 'heart problem', 'nausea', 'asthma', 'COPD', 'heart problem', 'nausea']"
08-10-15,"['Pneumonia', 'heart problem', 'Bronchitis', 'COPD', 'fever', 'Pneumonia', 'COPD', 'COPD', 'asthma', 'Pneumonia', 'fever', 'heart problem', 'Bronchitis', 'asthma', 'nausea', 'asthma', 'heart problem', 'nausea', 'heart problem', 'Bronchitis']"
13-10-15,"['heart problem', 'COPD', 'fever', 'fever', 'nausea', 'COPD', 'Pneumonia', 'COPD', 'Bronchitis', 'fever', 'nausea', 'nausea', 'Bronchitis', 'fever', 'fever', 'asthma', 'Bronchitis', 'Pneumonia', 'fever', 'COPD']"
15-10-15,"['Pneumonia', 'fever', 'heart problem', 'Bronchitis', 'Bronchitis', 'asthma', 'heart problem', 'Bronchitis', 'asthma', 'COPD', 'heart problem', 'asthma', 'COPD', 'Pneumonia', 'COPD', 'Bronchitis', 'asthma', 'Bronchitis', 'COPD', 'nausea']"
19-10-15,"['heart problem', 'COPD', 'asthma', 'asthma', 'Pneumonia', 'heart problem', 'asthma', 'Pneumonia', 'nausea', 'Bronchitis', 'heart problem', 'nausea', 'COPD', 'Bronchitis', 'Pneumonia', 'fever', 'nausea', 'heart problem', 'COPD', 'Pneumonia']"
28-10-15,"['Pneumonia', 'heart problem', 'Bronchitis', 'asthma', 'heart problem', 'nausea', 'fever', 'asthma', 'nausea', 'nausea', 'Pneumonia', 'COPD', 'nausea', 'Pneumonia', 'nausea', 'nausea', 'Bronchitis', 'Bronchitis', 'COPD', 'Pneumonia']"
03-11-15,"['Bronchitis', 'heart problem', 'fever', 'nausea', 'Pneumonia', 'heart problem', 'Pneumonia', 'nausea', 'Bronchitis', 'COPD', 'COPD', 'fever', 'COPD', 'nausea', 'nausea', 'asthma', 'fever', 'heart problem', 'nausea', 'nausea']"
06-11-15,"['Pneumonia', 'Pneumonia', 'heart problem', 'nausea', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'fever', 'fever', 'fever', 'fever', 'nausea', 'Pneumonia', 'COPD', 'heart problem', 'COPD', 'Bronchitis', 'asthma', 'asthma', 'nausea']"
11-11-15,"['heart problem', 'Pneumonia', 'Pneumonia', 'nausea', 'COPD', 'Pneumonia', 'fever', 'heart problem', 'Bronchitis', 'fever', 'COPD', 'Pneumonia', 'Bronchitis', 'fever', 'fever', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'asthma', 'fever']"
13-11-15,"['heart problem', 'asthma', 'Pneumonia', 'COPD', 'Pneumonia', 'fever', 'COPD', 'fever', 'asthma', 'nausea', 'COPD', 'Pneumonia', 'fever', 'COPD', 'asthma', 'asthma', 'COPD', 'COPD', 'Bronchitis', 'COPD']"
17-11-15,"['nausea', 'asthma', 'Pneumonia', 'COPD', 'heart problem', 'COPD', 'heart problem', 'Bronchitis', 'fever', 'Bronchitis', 'asthma', 'asthma', 'Bronchitis', 'fever', 'Bronchitis', 'heart problem', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'heart problem']"
19-11-15,"['asthma', 'COPD', 'heart problem', 'Bronchitis', 'nausea', 'asthma', 'heart problem', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'fever', 'asthma', 'heart problem', 'asthma', 'heart problem', 'heart problem', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'asthma']"
23-11-15,"['COPD', 'Bronchitis', 'Bronchitis', 'fever', 'asthma', 'fever', 'fever', 'asthma', 'Pneumonia', 'Bronchitis', 'nausea', 'asthma', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'asthma', 'nausea', 'heart problem']"
26-11-15,"['nausea', 'Pneumonia', 'asthma', 'Bronchitis', 'Pneumonia', 'fever', 'Pneumonia', 'COPD', 'COPD', 'nausea', 'asthma', 'fever', 'COPD', 'asthma', 'asthma', 'COPD', 'heart problem', 'asthma', 'heart problem', 'Bronchitis']"
30-11-15,"['nausea', 'Bronchitis', 'heart problem', 'heart problem', 'COPD', 'asthma', 'Pneumonia', 'nausea', 'asthma', 'nausea', 'fever', 'fever', 'Pneumonia', 'asthma', 'asthma', 'Pneumonia', 'nausea', 'fever', 'fever', 'Bronchitis']"
01-12-15,"['asthma', 'nausea', 'asthma', 'fever', 'asthma', 'Pneumonia', 'asthma', 'asthma', 'heart problem', 'asthma', 'asthma', 'Pneumonia', 'Bronchitis', 'fever', 'nausea', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'COPD', 'fever']"
03-12-15,"['COPD', 'asthma', 'Pneumonia', 'fever', 'COPD', 'asthma', 'fever', 'Pneumonia', 'COPD', 'asthma', 'COPD', 'fever', 'heart problem', 'nausea', 'asthma', 'Bronchitis', 'heart problem', 'Pneumonia', 'Pneumonia', 'nausea']"
08-12-15,"['heart problem', 'nausea', 'nausea', 'asthma', 'Bronchitis', 'fever', 'heart problem', 'Bronchitis', 'COPD', 'Pneumonia', 'COPD', 'heart problem', 'heart problem', 'asthma', 'heart problem', 'Pneumonia', 'COPD', 'Pneumonia', 'nausea', 'heart problem']"
10-12-15,"['fever', 'asthma', 'heart problem', 'Bronchitis', 'Pneumonia', 'COPD', 'heart problem', 'Pneumonia', 'Pneumonia', 'nausea', 'Bronchitis', 'nausea', 'Bronchitis', 'fever', 'COPD', 'heart problem', 'asthma', 'heart problem', 'nausea', 'COPD']"
15-12-15,"['nausea', 'Pneumonia', 'heart problem', 'fever', 'asthma', 'heart problem', 'COPD', 'COPD', 'COPD', 'fever', 'fever', 'Pneumonia', 'asthma', 'COPD', 'Pneumonia', 'asthma', 'heart problem', 'nausea', 'Bronchitis', 'heart problem']"
17-12-15,"['heart problem', 'Bronchitis', 'heart problem', 'heart problem', 'heart problem', 'nausea', 'nausea', 'COPD', 'Pneumonia', 'heart problem', 'Bronchitis', 'asthma', 'heart problem', 'fever', 'COPD', 'nausea', 'asthma', 'asthma', 'COPD', 'heart problem']"
22-12-15,"['asthma', 'heart problem', 'heart problem', 'asthma', 'heart problem', 'Pneumonia', 'heart problem', 'Pneumonia', 'fever', 'COPD', 'Pneumonia', 'nausea', 'heart problem', 'COPD', 'COPD', 'COPD', 'Pneumonia', 'fever', 'Pneumonia', 'COPD']"
26-12-15,"['Bronchitis', 'heart problem', 'fever', 'Bronchitis', 'fever', 'heart problem', 'COPD', 'heart problem', 'Bronchitis', 'fever', 'Bronchitis', 'asthma', 'Bronchitis', 'nausea', 'Pneumonia', 'fever', 'nausea', 'COPD', 'fever', 'heart problem']"
29-12-15,"['Bronchitis', 'heart problem', 'COPD', 'nausea', 'fever', 'nausea', 'heart problem', 'Bronchitis', 'COPD', 'fever', 'COPD', 'fever', 'heart problem', 'Pneumonia', 'fever', 'asthma', 'heart problem', 'Bronchitis', 'fever', 'nausea']"
02-01-15,"['heart problem', 'nausea', 'Pneumonia', 'nausea', 'Pneumonia', 'Pneumonia', 'fever', 'COPD', 'Pneumonia', 'asthma', 'COPD', 'nausea', 'nausea', 'Bronchitis', 'asthma', 'heart problem', 'heart problem', 'fever', 'asthma', 'Pneumonia']"
05-01-15,"['Bronchitis', 'COPD', 'fever', 'asthma', 'heart problem', 'asthma', 'asthma', 'nausea', 'fever', 'fever', 'asthma', 'COPD', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'nausea', 'nausea']"
08-01-15,"['heart problem', 'COPD', 'Pneumonia', 'nausea', 'heart problem', 'nausea', 'fever', 'heart problem', 'Pneumonia', 'Pneumonia', 'heart problem', 'Bronchitis', 'asthma', 'Pneumonia', 'fever', 'Bronchitis', 'fever', 'Bronchitis', 'nausea', 'Pneumonia']"
12-01-15,"['asthma', 'asthma', 'Bronchitis', 'Bronchitis', 'heart problem', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'heart problem', 'asthma', 'fever', 'nausea', 'nausea', 'nausea', 'heart problem', 'asthma', 'Bronchitis', 'Pneumonia', 'Bronchitis']"
15-01-15,"['asthma', 'fever', 'Bronchitis', 'COPD', 'asthma', 'heart problem', 'fever', 'Pneumonia', 'Pneumonia', 'asthma', 'nausea', 'fever', 'COPD', 'nausea', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'fever', 'heart problem']"
20-01-15,"['asthma', 'heart problem', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'COPD', 'fever', 'COPD', 'asthma', 'fever', 'heart problem', 'asthma', 'asthma', 'fever', 'asthma', 'Pneumonia', 'Bronchitis', 'COPD', 'nausea']"
22-01-15,"['Bronchitis', 'heart problem', 'asthma', 'Bronchitis', 'fever', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'heart problem', 'heart problem', 'Bronchitis', 'heart problem', 'Bronchitis', 'Bronchitis', 'COPD', 'nausea', 'Pneumonia', 'Pneumonia', 'COPD']"
27-01-15,"['Pneumonia', 'nausea', 'COPD', 'asthma', 'asthma', 'nausea', 'heart problem', 'asthma', 'heart problem', 'Pneumonia', 'asthma', 'Bronchitis', 'asthma', 'asthma', 'Bronchitis', 'fever', 'Bronchitis', 'Pneumonia', 'nausea', 'Pneumonia']"
29-01-15,"['asthma', 'heart problem', 'heart problem', 'heart problem', 'Bronchitis', 'COPD', 'nausea', 'COPD', 'COPD', 'COPD', 'fever', 'COPD', 'heart problem', 'nausea', 'heart problem', 'heart problem', 'COPD', 'asthma', 'COPD', 'asthma']"
03-02-15,"['COPD', 'Pneumonia', 'nausea', 'COPD', 'heart problem', 'fever', 'Bronchitis', 'asthma', 'COPD', 'fever', 'asthma', 'nausea', 'nausea', 'asthma', 'Bronchitis', 'nausea', 'Pneumonia', 'asthma', 'fever', 'nausea']"
06-02-15,"['asthma', 'Pneumonia', 'Pneumonia', 'fever', 'fever', 'fever', 'heart problem', 'Bronchitis', 'nausea', 'fever', 'asthma', 'heart problem', 'COPD', 'Pneumonia', 'Pneumonia', 'COPD', 'Bronchitis', 'nausea', 'asthma', 'Pneumonia']"
10-02-15,"['asthma', 'asthma', 'asthma', 'Pneumonia', 'asthma', 'COPD', 'asthma', 'nausea', 'COPD', 'COPD', 'Bronchitis', 'heart problem', 'nausea', 'heart problem', 'asthma', 'fever', 'heart problem', 'Bronchitis', 'asthma', 'COPD']"
12-02-15,"['nausea', 'Bronchitis', 'asthma', 'nausea', 'COPD', 'heart problem', 'asthma', 'Bronchitis', 'fever', 'COPD', 'heart problem', 'Bronchitis', 'Pneumonia', 'fever', 'Bronchitis', 'COPD', 'asthma', 'nausea', 'heart problem', 'COPD']"
17-02-15,"['fever', 'asthma', 'asthma', 'Bronchitis', 'nausea', 'heart problem', 'asthma', 'heart problem', 'asthma', 'heart problem', 'fever', 'heart problem', 'fever', 'heart problem', 'heart problem', 'asthma', 'asthma', 'Pneumonia', 'heart problem', 'COPD']"
20-02-15,"['fever', 'nausea', 'Pneumonia', 'asthma', 'Bronchitis', 'fever', 'fever', 'Pneumonia', 'fever', 'fever', 'Pneumonia', 'fever', 'Bronchitis', 'fever', 'COPD', 'heart problem', 'Pneumonia', 'heart problem', 'heart problem', 'Bronchitis']"
24-02-15,"['nausea', 'asthma', 'Bronchitis', 'heart problem', 'Pneumonia', 'fever', 'nausea', 'nausea', 'nausea', 'fever', 'asthma', 'Bronchitis', 'asthma', 'Bronchitis', 'COPD', 'heart problem', 'nausea', 'nausea', 'heart problem', 'Pneumonia']"
27-02-15,"['nausea', 'Bronchitis', 'Pneumonia', 'heart problem', 'nausea', 'heart problem', 'Bronchitis', 'asthma', 'Pneumonia', 'nausea', 'nausea', 'nausea', 'nausea', 'asthma', 'Bronchitis', 'heart problem', 'COPD', 'asthma', 'nausea', 'Pneumonia']"
03-03-15,"['nausea', 'Bronchitis', 'COPD', 'fever', 'COPD', 'nausea', 'heart problem', 'COPD', 'COPD', 'heart problem', 'asthma', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'fever', 'fever', 'fever', 'fever', 'nausea', 'heart problem']"
06-03-15,"['Pneumonia', 'fever', 'asthma', 'Pneumonia', 'fever', 'nausea', 'Bronchitis', 'heart problem', 'nausea', 'nausea', 'asthma', 'asthma', 'heart problem', 'nausea', 'Bronchitis', 'fever', 'COPD', 'asthma', 'COPD', 'COPD']"
10-03-15,"['heart problem', 'COPD', 'fever', 'COPD', 'Pneumonia', 'asthma', 'heart problem', 'fever', 'heart problem', 'nausea', 'Pneumonia', 'Bronchitis', 'COPD', 'fever', 'Pneumonia', 'asthma', 'nausea', 'nausea', 'COPD', 'Bronchitis']"
12-03-15,"['nausea', 'heart problem', 'Pneumonia', 'heart problem', 'COPD', 'fever', 'heart problem', 'fever', 'nausea', 'nausea', 'Bronchitis', 'COPD', 'heart problem', 'Pneumonia', 'heart problem', 'COPD', 'fever', 'COPD', 'asthma', 'COPD']"
17-03-15,"['nausea', 'heart problem', 'asthma', 'Pneumonia', 'heart problem', 'nausea', 'Bronchitis', 'Pneumonia', 'COPD', 'fever', 'fever', 'nausea', 'nausea', 'Pneumonia', 'heart problem', 'fever', 'asthma', 'asthma', 'fever', 'heart problem']"
20-03-15,"['fever', 'Bronchitis', 'fever', 'asthma', 'fever', 'COPD', 'heart problem', 'asthma', 'Pneumonia', 'fever', 'fever', 'COPD', 'Pneumonia', 'heart problem', 'heart problem', 'asthma', 'COPD', 'Pneumonia', 'Bronchitis', 'asthma']"
24-03-15,"['nausea', 'Bronchitis', 'Bronchitis', 'asthma', 'fever', 'asthma', 'Bronchitis', 'fever', 'heart problem', 'Bronchitis', 'heart problem', 'Bronchitis', 'asthma', 'fever', 'fever', 'Bronchitis', 'Bronchitis', 'heart problem', 'heart problem', 'nausea']"
26-03-15,"['COPD', 'fever', 'Pneumonia', 'asthma', 'heart problem', 'Pneumonia', 'Pneumonia', 'heart problem', 'heart problem', 'fever', 'Pneumonia', 'Pneumonia', 'nausea', 'Bronchitis', 'COPD', 'COPD', 'asthma', 'heart problem', 'heart problem', 'asthma']"
30-03-15,"['fever', 'asthma', 'Pneumonia', 'nausea', 'Bronchitis', 'nausea', 'Pneumonia', 'fever', 'Bronchitis', 'Pneumonia', 'heart problem', 'fever', 'Pneumonia', 'asthma', 'Bronchitis', 'COPD', 'nausea', 'heart problem', 'Bronchitis', 'COPD']"
03-04-15,"['heart problem', 'heart problem', 'asthma', 'fever', 'fever', 'nausea', 'nausea', 'Pneumonia', 'Pneumonia', 'nausea', 'COPD', 'fever', 'fever', 'COPD', 'heart problem', 'Bronchitis', 'heart problem', 'nausea', 'Bronchitis', 'nausea']"
07-04-15,"['Pneumonia', 'COPD', 'COPD', 'nausea', 'COPD', 'Bronchitis', 'nausea', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'asthma', 'Bronchitis', 'nausea', 'COPD', 'heart problem', 'heart problem', 'COPD', 'Pneumonia', 'fever', 'COPD']"
09-04-15,"['Bronchitis', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'asthma', 'fever', 'heart problem', 'nausea', 'Pneumonia', 'heart problem', 'Bronchitis', 'heart problem', 'Pneumonia', 'Pneumonia', 'heart problem', 'fever', 'COPD', 'nausea', 'nausea', 'Pneumonia']"
14-04-15,"['fever', 'COPD', 'heart problem', 'fever', 'Pneumonia', 'COPD', 'Bronchitis', 'fever', 'nausea', 'Pneumonia', 'fever', 'nausea', 'nausea', 'asthma', 'Pneumonia', 'fever', 'nausea', 'Pneumonia', 'COPD', 'nausea']"
17-04-15,"['nausea', 'asthma', 'COPD', 'asthma', 'COPD', 'heart problem', 'fever', 'heart problem', 'nausea', 'heart problem', 'heart problem', 'Pneumonia', 'Pneumonia', 'fever', 'asthma', 'Pneumonia', 'COPD', 'fever', 'Pneumonia', 'fever']"
21-04-15,"['Pneumonia', 'nausea', 'fever', 'asthma', 'Bronchitis', 'heart problem', 'COPD', 'asthma', 'heart problem', 'Pneumonia', 'Pneumonia', 'fever', 'fever', 'fever', 'Pneumonia', 'fever', 'Bronchitis', 'heart problem', 'asthma', 'fever']"
24-04-15,"['fever', 'Pneumonia', 'Bronchitis', 'asthma', 'COPD', 'COPD', 'nausea', 'COPD', 'nausea', 'asthma', 'asthma', 'Bronchitis', 'nausea', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'asthma', 'heart problem', 'nausea', 'COPD']"
28-04-15,"['Pneumonia', 'Pneumonia', 'nausea', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'nausea', 'heart problem', 'heart problem', 'Pneumonia', 'fever', 'Bronchitis', 'COPD', 'COPD', 'Bronchitis', 'COPD', 'Bronchitis', 'Bronchitis', 'nausea', 'nausea']"
30-04-15,"['heart problem', 'heart problem', 'COPD', 'Bronchitis', 'asthma', 'Pneumonia', 'nausea', 'nausea', 'Bronchitis', 'heart problem', 'COPD', 'heart problem', 'nausea', 'fever', 'asthma', 'nausea', 'heart problem', 'Bronchitis', 'Bronchitis', 'heart problem']"
04-05-15,"['Bronchitis', 'asthma', 'COPD', 'Pneumonia', 'heart problem', 'nausea', 'heart problem', 'heart problem', 'nausea', 'Bronchitis', 'heart problem', 'COPD', 'COPD', 'nausea', 'COPD', 'COPD', 'fever', 'fever', 'nausea', 'COPD']"
07-05-15,"['heart problem', 'Pneumonia', 'heart problem', 'nausea', 'COPD', 'Pneumonia', 'COPD', 'heart problem', 'Bronchitis', 'COPD', 'asthma', 'Pneumonia', 'nausea', 'nausea', 'asthma', 'Pneumonia', 'COPD', 'Bronchitis', 'nausea', 'asthma']"
12-05-15,"['COPD', 'Pneumonia', 'asthma', 'Pneumonia', 'asthma', 'Pneumonia', 'asthma', 'nausea', 'asthma', 'fever', 'Pneumonia', 'fever', 'nausea', 'Bronchitis', 'asthma', 'Pneumonia', 'heart problem', 'nausea', 'COPD', 'Bronchitis']"
15-05-15,"['fever', 'asthma', 'asthma', 'COPD', 'nausea', 'Pneumonia', 'fever', 'nausea', 'fever', 'heart problem', 'fever', 'Pneumonia', 'nausea', 'nausea', 'COPD', 'Bronchitis', 'nausea', 'COPD', 'nausea', 'Pneumonia']"
18-05-15,"['heart problem', 'fever', 'COPD', 'fever', 'Pneumonia', 'heart problem', 'Bronchitis', 'nausea', 'Bronchitis', 'fever', 'fever', 'asthma', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'fever', 'fever', 'heart problem', 'Pneumonia', 'Pneumonia']"
22-05-15,"['heart problem', 'nausea', 'asthma', 'Bronchitis', 'fever', 'nausea', 'fever', 'Bronchitis', 'Bronchitis', 'fever', 'asthma', 'COPD', 'COPD', 'fever', 'Bronchitis', 'heart problem', 'COPD', 'heart problem', 'Bronchitis', 'Bronchitis']"
26-05-15,"['fever', 'nausea', 'COPD', 'COPD', 'asthma', 'nausea', 'COPD', 'asthma', 'nausea', 'fever', 'fever', 'heart problem', 'nausea', 'Bronchitis', 'Pneumonia', 'COPD', 'nausea', 'asthma', 'heart problem', 'Bronchitis']"
29-05-15,"['fever', 'COPD', 'Pneumonia', 'fever', 'Pneumonia', 'asthma', 'Pneumonia', 'COPD', 'nausea', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'COPD', 'COPD', 'asthma', 'heart problem', 'heart problem', 'Pneumonia', 'nausea', 'Bronchitis']"
02-06-15,"['COPD', 'COPD', 'fever', 'nausea', 'fever', 'Pneumonia', 'nausea', 'asthma', 'fever', 'COPD', 'nausea', 'Bronchitis', 'COPD', 'fever', 'Pneumonia', 'asthma', 'fever', 'Pneumonia', 'COPD', 'heart problem']"
05-06-15,"['heart problem', 'nausea', 'Pneumonia', 'asthma', 'asthma', 'COPD', 'heart problem', 'heart problem', 'Pneumonia', 'Bronchitis', 'COPD', 'asthma', 'heart problem', 'asthma', 'heart problem', 'COPD', 'nausea', 'COPD', 'fever', 'asthma']"
08-06-15,"['fever', 'nausea', 'Pneumonia', 'heart problem', 'Bronchitis', 'asthma', 'COPD', 'asthma', 'fever', 'nausea', 'asthma', 'fever', 'fever', 'Bronchitis', 'nausea', 'asthma', 'fever', 'Pneumonia', 'COPD', 'asthma']"
